# u[lambda]	v[lamda]	Re(V)[Jy]	Im(V)[Jy]	weight
2.679647e+05	5.316287e+04	9.183016e-02	-1.947612e-03	1.240846e+05
1.009677e+05	-2.144069e+05	9.277002e-02	5.999038e-03	1.134435e+05
2.177506e+05	-5.484865e+04	9.782238e-02	4.659134e-03	1.116850e+05
5.968904e+05	-1.005104e+06	-6.625582e-03	-3.427767e-03	1.075965e+05
-9.797662e+04	-6.823681e+04	1.733263e-01	4.125321e-03	1.070970e+05
-8.295878e+04	6.559770e+04	1.778631e-01	2.220759e-03	9.376853e+04
-7.279183e+04	-3.357947e+05	7.212319e-02	1.408069e-02	1.142070e+05
7.516779e+05	3.091270e+05	2.228983e-03	1.323994e-03	1.028445e+05
-1.178453e+06	7.210992e+05	2.497496e-03	-2.307578e-03	1.532360e+05
-8.957936e+05	1.180105e+05	1.278936e-02	-8.314502e-04	1.501149e+05
-6.340181e+05	6.013608e+05	2.677790e-03	-3.431127e-03	1.482536e+05
5.665472e+04	8.151866e+05	2.300517e-02	-4.141504e-03	1.146964e+05
-7.913944e+05	7.838012e+05	8.785092e-03	4.615664e-03	1.455333e+05
-6.274843e+05	6.890169e+05	-3.155397e-03	1.063534e-03	1.433994e+05
-8.088268e+05	5.909105e+05	1.357081e-03	-9.142585e-03	1.424334e+05
-9.568992e+05	5.631301e+05	1.094747e-02	-8.360898e-04	1.464627e+05
-3.081512e+05	5.076216e+05	6.049685e-04	5.407904e-04	1.289326e+05
-7.055194e+05	6.695428e+05	1.274006e-02	-3.978527e-03	1.339555e+05
-7.304814e+05	6.512112e+05	7.573907e-03	4.557290e-03	1.390559e+05
-5.136011e+05	4.077334e+05	3.084086e-03	-7.262473e-03	1.357928e+05
-3.980322e+05	6.532402e+05	1.977864e-02	7.246546e-03	1.319968e+05
-7.179166e+05	6.301607e+05	4.166476e-03	2.950083e-04	1.379487e+05
-1.333343e+06	1.182917e+06	-2.043388e-03	-6.858078e-04	1.530668e+05
-1.081134e+06	9.507056e+05	1.148330e-02	-6.074782e-03	1.554766e+05
-6.502500e+05	9.152279e+05	6.756984e-03	-2.242938e-03	1.539709e+05
-7.348575e+05	8.088441e+05	1.362685e-02	7.053539e-04	1.295033e+05
-8.448848e+05	5.140936e+05	8.243419e-03	-8.481700e-03	1.452817e+05
-6.685909e+05	6.770397e+05	5.743526e-03	-3.067664e-03	1.293933e+05
-1.170664e+06	4.747179e+05	1.926921e-03	-1.838986e-03	1.495329e+05
-5.659130e+05	6.085595e+05	-2.376730e-04	-2.493533e-03	1.521149e+05
-7.381256e+05	6.705108e+05	5.623857e-03	-4.323611e-03	1.459254e+05
-1.616736e+06	9.811651e+05	3.403406e-03	-2.378520e-03	1.256587e+05
1.145272e+05	1.946332e+05	1.034942e-01	-9.040271e-03	1.434917e+05
-8.078972e+05	1.361884e+06	3.589703e-03	7.405012e-03	1.263156e+05
-8.731488e+05	8.532379e+05	2.548649e-03	2.172854e-03	1.202326e+05
4.092004e+05	4.890717e+05	1.102658e-03	-1.807233e-03	1.709841e+05
-6.547402e+05	7.430415e+05	1.395500e-02	1.119381e-03	1.368142e+05
-7.169440e+05	6.504873e+05	9.973865e-04	3.624964e-03	1.508392e+05
-5.395867e+05	7.623396e+05	7.848085e-03	-3.963925e-04	1.529881e+05
-7.065818e+05	4.947714e+05	3.675676e-03	2.439843e-03	1.394453e+05
-5.898000e+05	6.543287e+05	6.877247e-03	-2.849607e-03	1.381568e+05
-2.106561e+05	-2.959305e+05	6.386437e-02	4.084564e-03	1.329672e+05
-9.055258e+05	6.409405e+05	5.836052e-03	-1.272535e-02	1.317601e+05
-8.905088e+05	7.747752e+05	-3.541419e-03	1.924838e-03	1.160157e+05
-8.803398e+05	3.733835e+05	-1.298207e-03	6.659789e-03	1.410489e+05
-5.587637e+04	1.018299e+06	9.294653e-03	-2.395466e-03	1.266281e+05
2.826579e+05	-6.030922e+05	1.560315e-02	9.147562e-03	1.348700e+05
5.444351e+05	-1.197370e+05	1.151572e-02	-1.381646e-03	1.332381e+05
1.235110e+06	9.409752e+04	1.492844e-02	4.891689e-03	1.031013e+05
3.870588e+05	6.270271e+04	6.248954e-02	3.666954e-03	1.307988e+05
5.509692e+05	-3.207921e+04	4.829193e-03	-6.976540e-03	1.289133e+05
3.696263e+05	-1.301859e+05	5.417720e-02	2.979755e-03	1.280517e+05
2.215537e+05	-1.579665e+05	7.366910e-02	1.543738e-02	1.316420e+05
8.703020e+05	-2.134774e+05	1.791966e-03	2.452527e-03	1.158374e+05
4.729337e+05	-5.155597e+04	4.000538e-02	-3.350687e-03	1.204325e+05
4.479720e+05	-6.988441e+04	5.047274e-02	1.170157e-02	1.249223e+05
6.648522e+05	-3.133617e+05	2.178904e-02	-5.513721e-03	1.220837e+05
7.804214e+05	-6.785736e+04	1.906914e-02	3.287163e-04	1.186828e+05
4.605367e+05	-9.093628e+04	3.125585e-02	8.323752e-04	1.240025e+05
-1.548902e+05	4.618127e+05	1.053252e-02	1.681965e-04	1.376542e+05
9.731981e+04	2.296101e+05	8.524415e-02	-1.869195e-03	1.397161e+05
5.282039e+05	1.941321e+05	1.552320e-02	-1.466511e-02	1.383698e+05
4.435957e+05	8.774489e+04	6.242196e-02	5.699250e-03	1.163497e+05
3.335677e+05	-2.070063e+05	4.444199e-02	-4.864327e-03	1.306130e+05
5.098621e+05	-4.406028e+04	1.816584e-02	2.833222e-03	1.162997e+05
7.788254e+03	-2.463818e+05	8.128622e-02	6.583690e-03	1.343636e+05
6.125398e+05	-1.125419e+05	-6.093888e-03	-1.887647e-03	1.366956e+05
4.403274e+05	-5.058799e+04	4.814748e-02	6.239478e-03	1.311496e+05
-4.382833e+05	2.600623e+05	4.906498e-03	1.559442e-03	1.129994e+05
1.292981e+06	-5.264613e+05	1.445041e-02	-7.541266e-04	1.289913e+05
3.705568e+05	6.407833e+05	-2.418117e-03	1.557264e-03	1.136176e+05
3.053044e+05	1.321392e+05	8.023542e-02	5.589727e-03	1.080529e+05
1.587655e+06	-2.320233e+05	8.712161e-03	3.613788e-03	1.536940e+05
5.237135e+05	2.194575e+04	2.485177e-02	-3.829736e-03	1.229488e+05
4.615093e+05	-7.060926e+04	3.854729e-02	9.815896e-03	1.355697e+05
6.388669e+05	4.124227e+04	-6.854762e-03	-6.351337e-03	1.375006e+05
4.718710e+05	-2.263275e+05	5.401551e-03	2.434219e-04	1.252812e+05
5.886532e+05	-6.676930e+04	-7.432852e-04	-9.279984e-03	1.242189e+05
9.677964e+05	-1.017025e+06	1.129465e-02	-3.247210e-03	1.195444e+05
2.729273e+05	-8.015608e+04	7.030727e-02	2.922367e-03	1.183928e+05
2.879446e+05	5.367829e+04	6.841698e-02	-8.380028e-04	1.043154e+05
2.981126e+05	-3.477145e+05	1.618926e-02	1.452083e-02	1.267941e+05
1.122579e+06	2.972067e+05	9.856980e-03	-5.089694e-03	1.137989e+05
2.617763e+05	4.833532e+05	1.652652e-02	1.271209e-02	1.307026e+05
9.524518e+05	6.971835e+05	9.052669e-03	2.534194e-03	1.009489e+05
1.043996e+05	6.657936e+05	-2.407960e-03	2.352941e-03	1.282255e+05
2.683109e+05	5.710106e+05	-8.234895e-03	5.668317e-03	1.259811e+05
8.696906e+04	4.729045e+05	2.095060e-02	-4.415613e-03	1.250359e+05
-6.110301e+04	4.451244e+05	2.551182e-02	-1.553414e-03	1.289820e+05
5.876418e+05	3.896121e+05	-5.885303e-03	6.000136e-03	1.140717e+05
1.902745e+05	5.515347e+05	-1.380013e-03	3.782606e-03	1.175397e+05
1.653145e+05	5.332056e+05	4.854634e-03	7.063932e-03	1.232365e+05
3.821953e+05	2.897275e+05	4.740920e-02	-6.470935e-03	1.192040e+05
4.977615e+05	5.352321e+05	-5.236603e-03	-4.019898e-03	1.156994e+05
1.778786e+05	5.121540e+05	6.726983e-03	-5.509271e-03	1.213078e+05
-4.375519e+05	1.064907e+06	3.613112e-05	-2.634517e-03	1.337297e+05
-1.853376e+05	8.327011e+05	1.080603e-02	-2.566580e-03	1.372693e+05
2.455448e+05	7.972219e+05	1.238794e-02	-2.434115e-03	1.358541e+05
1.609358e+05	6.908358e+05	-3.577831e-03	-1.551802e-03	1.146006e+05
5.090917e+04	3.960851e+05	5.370145e-02	-9.334446e-03	1.274835e+05
2.272021e+05	5.590306e+05	1.065693e-03	7.965045e-03	1.138969e+05
-2.748688e+05	3.567105e+05	2.176644e-02	-2.051617e-04	1.321062e+05
3.298790e+05	4.905490e+05	-4.697173e-04	6.066875e-03	1.342112e+05
1.576683e+05	5.525028e+05	2.336900e-03	9.388652e-03	1.285801e+05
-7.209426e+05	8.631567e+05	1.082600e-02	-9.189995e-03	1.098778e+05
1.010323e+06	7.662585e+04	7.809203e-03	1.554721e-04	1.261382e+05
8.789375e+04	1.243875e+06	2.618597e-03	-2.325822e-03	1.101299e+05
2.264506e+04	7.352304e+05	1.151158e-02	4.776533e-04	1.060121e+05
1.304994e+06	3.710631e+05	1.026752e-02	-7.698884e-03	1.504365e+05
2.410552e+05	6.250355e+05	-8.103927e-03	1.174922e-02	1.207478e+05
1.788513e+05	5.324809e+05	-2.856616e-03	-1.057102e-02	1.328905e+05
3.562073e+05	6.443321e+05	3.911522e-03	-4.985247e-03	1.347810e+05
1.892125e+05	3.767632e+05	5.136422e-02	7.366121e-03	1.234126e+05
3.059940e+05	5.363208e+05	-3.789578e-03	-1.004185e-02	1.211197e+05
6.851421e+05	-4.139366e+05	2.093766e-02	6.291234e-03	1.167213e+05
-9.729959e+03	5.229347e+05	5.709297e-03	1.038368e-02	1.164439e+05
5.286469e+03	6.567691e+05	4.899355e-03	-8.411227e-03	1.016733e+05
1.545586e+04	2.553765e+05	8.854554e-02	-1.083707e-02	1.239528e+05
8.399187e+05	9.002937e+05	1.466384e-02	4.048378e-03	1.117532e+05
6.906735e+05	2.138313e+05	2.426850e-03	3.646282e-03	9.974574e+04
-1.573761e+05	1.824399e+05	8.565176e-02	-6.152818e-03	1.265833e+05
6.533684e+03	8.765702e+04	1.888865e-01	-5.456131e-03	1.246223e+05
-1.748094e+05	-1.044973e+04	1.290072e-01	-1.020846e-02	1.237517e+05
-3.228821e+05	-3.823042e+04	7.232843e-02	-2.375960e-03	1.273784e+05
3.258675e+05	-9.373948e+04	5.715050e-02	1.671923e-02	1.122831e+05
-7.150109e+04	6.818140e+04	1.752787e-01	-2.344908e-03	1.163656e+05
-9.646379e+04	4.985147e+04	1.680430e-01	-1.012330e-02	1.211740e+05
1.204163e+05	-1.936258e+05	8.851321e-02	1.071661e-02	1.179843e+05
2.359865e+05	5.187982e+04	9.810369e-02	1.125725e-02	1.146295e+05
-8.389870e+04	2.880025e+04	1.966090e-01	-4.168288e-03	1.199177e+05
-6.993236e+05	5.815519e+05	-4.219091e-03	1.024358e-02	1.327782e+05
-4.471161e+05	3.493455e+05	-3.030123e-03	6.629514e-03	1.353258e+05
-1.623153e+04	3.138682e+05	6.749262e-02	-9.272470e-03	1.339880e+05
-1.008389e+05	2.074824e+05	7.569940e-02	-1.362999e-02	1.127898e+05
-2.108670e+05	-8.726852e+04	1.046600e-01	1.287702e-02	1.262031e+05
-3.457231e+04	7.567769e+04	1.879456e-01	-1.097948e-02	1.125085e+05
-5.366468e+05	-1.266445e+05	2.314484e-02	-5.648542e-04	1.301687e+05
6.810582e+04	7.196868e+03	2.227236e-01	2.953809e-03	1.323584e+05
-1.041074e+05	6.914936e+04	1.573752e-01	-7.135313e-03	1.269262e+05
-9.827175e+05	3.798006e+05	6.185337e-03	-7.098888e-03	1.090342e+05
7.485453e+05	-4.067250e+05	-9.452121e-06	1.407021e-03	1.247274e+05
-1.738771e+05	7.605214e+05	1.045775e-02	-5.148037e-03	1.095085e+05
-2.391304e+05	2.518764e+05	5.931180e-02	-1.421513e-02	1.046005e+05
1.043220e+06	-1.122864e+05	5.044049e-03	1.012350e-02	1.486626e+05
-2.072214e+04	1.416818e+05	1.343550e-01	-1.678073e-02	1.190674e+05
-8.292616e+04	4.912708e+04	1.751471e-01	1.099065e-03	1.311984e+05
9.443190e+04	1.609792e+05	1.206141e-01	-1.268251e-03	1.330652e+05
-7.256397e+04	-1.065901e+05	1.619913e-01	2.703427e-03	1.214536e+05
4.421830e+04	5.296786e+04	2.268161e-01	-9.585030e-03	1.199841e+05
4.233600e+05	-8.972889e+05	1.462397e-02	8.363621e-03	1.155303e+05
-2.715083e+05	3.958008e+04	7.985323e-02	-5.813137e-04	1.147143e+05
-2.564909e+05	1.734146e+05	6.535348e-02	-5.921971e-03	1.007468e+05
-2.463228e+05	-2.279777e+05	6.852850e-02	6.560502e-03	1.225850e+05
5.781431e+05	4.169416e+05	-8.571957e-03	3.558608e-03	1.102080e+05
-8.480485e+05	-3.139222e+04	1.178864e-02	-1.500677e-03	9.791555e+04
-6.841406e+05	-1.261752e+05	-9.774886e-03	4.287960e-04	9.650870e+04
-8.654857e+05	-2.242832e+05	1.913735e-02	-7.805651e-03	9.586035e+04
-1.013560e+06	-2.520649e+05	6.520981e-03	4.389981e-04	9.855616e+04
-3.648030e+05	-3.075676e+05	4.326755e-02	-4.226214e-03	8.671645e+04
-7.621736e+05	-1.456499e+05	-5.725041e-03	5.130737e-03	9.014639e+04
-7.871397e+05	-1.639819e+05	7.744025e-03	-1.203044e-03	9.354114e+04
-5.702607e+05	-4.074578e+05	7.855202e-04	-1.903387e-03	9.139753e+04
-4.546847e+05	-1.619498e+05	4.071436e-02	-9.376365e-03	8.883834e+04
-7.745734e+05	-1.850322e+05	5.594729e-03	1.701005e-03	9.282996e+04
-1.389991e+06	3.677191e+05	1.781383e-02	-2.576145e-03	1.030030e+05
-1.137792e+06	1.355095e+05	3.025519e-02	-8.980424e-03	1.046121e+05
-7.069040e+05	1.000356e+05	1.272221e-02	3.103839e-04	1.035992e+05
-7.915100e+05	-6.348796e+03	1.371552e-02	-7.815953e-04	8.710360e+04
-9.015410e+05	-3.011002e+05	1.867655e-02	3.069547e-03	9.776147e+04
-7.252433e+05	-1.381526e+05	9.851762e-03	4.002870e-03	8.705280e+04
-1.227324e+06	-3.404787e+05	1.144201e-02	-7.217990e-03	1.005864e+05
-6.225637e+05	-2.066318e+05	-7.495132e-03	3.329804e-03	1.023183e+05
-7.947801e+05	-1.446821e+05	1.069290e-02	-8.684402e-03	9.817643e+04
-1.673390e+06	1.659650e+05	6.847666e-03	3.171789e-03	8.456196e+04
5.787122e+04	-6.205526e+05	-8.599038e-03	8.801053e-03	9.657152e+04
-8.645419e+05	5.466905e+05	2.677519e-03	3.605776e-03	8.502435e+04
-9.298026e+05	3.804385e+04	1.260946e-02	-9.751564e-04	8.088862e+04
3.525518e+05	-3.261116e+05	1.542932e-02	-6.139510e-04	1.150637e+05
-7.113965e+05	-7.215091e+04	-4.775599e-03	-2.457232e-03	9.205378e+04
-7.736010e+05	-1.647056e+05	1.557588e-02	4.464219e-03	1.014943e+05
-5.962397e+05	-5.285166e+04	-3.820125e-03	-4.064762e-03	1.029359e+05
-7.632381e+05	-3.204213e+05	1.335436e-02	9.610790e-04	9.379139e+04
-6.464542e+05	-1.608630e+05	-1.924603e-03	2.600617e-03	9.298116e+04
-2.673223e+05	-1.111119e+06	1.173681e-02	4.401939e-03	8.949938e+04
-9.621846e+05	-1.742540e+05	6.226899e-03	-4.807005e-05	8.864216e+04
-9.471656e+05	-4.041913e+04	1.602030e-02	5.565695e-03	7.808744e+04
-9.370002e+05	-4.418107e+05	-1.509036e-03	-8.861099e-03	9.491380e+04
-1.125267e+05	2.031111e+05	8.239345e-02	-2.117067e-03	8.521639e+04
1.639096e+05	-9.478260e+04	1.168609e-01	7.737125e-03	1.223709e+05
-1.743338e+04	-1.928893e+05	1.056787e-01	1.045160e-02	1.215297e+05
-1.655060e+05	-2.206699e+05	9.193696e-02	6.702163e-03	1.250344e+05
4.832437e+05	-2.761797e+05	7.722711e-05	1.250214e-03	1.101456e+05
8.587505e+04	-1.142585e+05	1.295059e-01	6.530722e-03	1.142850e+05
6.091210e+04	-1.325880e+05	1.359182e-01	6.429146e-03	1.188360e+05
2.777922e+05	-3.760654e+05	2.150105e-02	3.581200e-03	1.158658e+05
3.933625e+05	-1.305601e+05	4.444683e-02	1.529755e-02	1.125963e+05
7.347731e+04	-1.536394e+05	1.139339e-01	-1.442313e-03	1.177360e+05
-5.419471e+05	3.991115e+05	3.077795e-03	-8.234504e-03	1.304872e+05
-2.897403e+05	1.669062e+05	6.454873e-02	-3.687619e-03	1.327866e+05
1.411442e+05	1.314286e+05	1.254053e-01	4.511682e-03	1.314863e+05
5.653719e+04	2.504245e+04	2.253701e-01	9.489617e-03	1.106390e+05
-5.349070e+04	-2.697085e+05	8.368302e-02	1.161407e-02	1.239464e+05
1.228039e+05	-1.067624e+05	1.205218e-01	4.697396e-03	1.104474e+05
-3.792704e+05	-3.090844e+05	4.703916e-02	-4.396906e-03	1.277170e+05
2.254822e+05	-1.752435e+05	7.592889e-02	1.043987e-02	1.298907e+05
5.326876e+04	-1.132906e+05	1.457678e-01	1.043591e-02	1.245820e+05
-8.253410e+05	1.973606e+05	2.204954e-02	-2.002755e-03	1.071393e+05
9.059211e+05	-5.891648e+05	1.723812e-02	5.440199e-03	1.224636e+05
-1.650109e+04	5.780812e+05	-8.061282e-03	-4.278699e-03	1.076497e+05
-8.175431e+04	6.943655e+04	1.655627e-01	-7.155886e-03	1.026586e+05
1.200596e+06	-2.947264e+05	2.534388e-03	3.814618e-03	1.459464e+05
1.366537e+05	-4.075778e+04	1.425358e-01	7.906661e-03	1.168397e+05
7.444981e+04	-1.333126e+05	1.217851e-01	5.268956e-03	1.287772e+05
2.518078e+05	-2.146065e+04	9.164016e-02	2.861525e-03	1.306101e+05
8.481226e+04	-2.890300e+05	7.204407e-02	1.292648e-02	1.191356e+05
2.015944e+05	-1.294720e+05	7.565160e-02	5.479324e-03	1.178530e+05
5.807361e+05	-1.079728e+06	-8.023921e-03	-8.668958e-03	1.134558e+05
-1.141323e+05	-1.428595e+05	1.231247e-01	6.081701e-03	1.125469e+05
-9.911490e+04	-9.024987e+03	1.976224e-01	-1.577697e-03	9.896199e+04
-8.894650e+04	-4.104174e+05	5.930251e-02	-3.568121e-03	1.203668e+05
7.355183e+05	2.345023e+05	4.097073e-03	-2.215102e-03	1.081452e+05
-1.813435e+05	-9.810703e+04	1.205518e-01	2.063019e-03	1.199857e+05
-3.294165e+05	-1.258879e+05	6.861512e-02	6.096369e-03	1.231875e+05
3.193343e+05	-1.813960e+05	6.608370e-02	2.154230e-03	1.081827e+05
-7.803465e+04	-1.947573e+04	2.085625e-01	8.659104e-04	1.128663e+05
-1.029978e+05	-3.780571e+04	1.762827e-01	-7.890452e-03	1.165896e+05
1.138821e+05	-2.812827e+05	6.657094e-02	4.825975e-03	1.143959e+05
2.294533e+05	-3.577684e+04	9.853724e-02	3.492440e-03	1.112762e+05
-9.043256e+04	-5.885690e+04	1.845780e-01	-2.188757e-03	1.161080e+05
-7.058566e+05	4.938938e+05	1.257245e-02	8.022489e-03	1.292309e+05
-4.536500e+05	2.616878e+05	-6.293965e-03	-5.899262e-03	1.306047e+05
-2.276479e+04	2.262111e+05	8.721950e-02	-5.243079e-03	1.293800e+05
-1.073722e+05	1.198253e+05	1.252363e-01	-2.077495e-03	1.086527e+05
-2.174010e+05	-1.749258e+05	9.018503e-02	4.366919e-03	1.224034e+05
-4.110565e+04	-1.197937e+04	2.287940e-01	-3.939820e-03	1.088477e+05
-5.431814e+05	-2.143024e+05	1.164601e-02	-1.360461e-03	1.255627e+05
6.157266e+04	-8.046003e+04	1.763584e-01	1.388373e-02	1.278103e+05
-1.106410e+05	-1.850781e+04	1.843128e-01	-6.041929e-03	1.226951e+05
-9.892514e+05	2.921421e+05	1.115575e-02	-2.596086e-03	1.060486e+05
7.420117e+05	-4.943809e+05	3.258606e-03	-1.771884e-03	1.207989e+05
-1.804091e+05	6.728641e+05	2.060037e-02	-1.131461e-02	1.067587e+05
-2.456638e+05	1.642190e+05	7.522759e-02	-9.743078e-03	1.010591e+05
1.036688e+06	-1.999419e+05	-5.720763e-04	-5.197112e-03	1.438796e+05
-2.725580e+04	5.402471e+04	2.174447e-01	-7.072914e-03	1.149478e+05
-8.946002e+04	-3.853007e+04	1.949211e-01	6.783735e-03	1.268399e+05
8.789868e+04	7.332231e+04	1.770641e-01	-2.344550e-04	1.286469e+05
-7.909789e+04	-1.942472e+05	1.062120e-01	-2.483779e-03	1.169883e+05
3.768482e+04	-3.468909e+04	2.252906e-01	4.321434e-03	1.164577e+05
4.168246e+05	-9.849453e+05	1.520004e-02	-4.544049e-03	1.120186e+05
-2.780425e+05	-4.807736e+04	7.741907e-02	1.035357e-03	1.106249e+05
-2.630247e+05	8.575720e+04	7.944241e-02	9.685501e-04	9.781321e+04
-2.528573e+05	-3.156351e+05	6.908356e-02	1.585213e-02	1.187528e+05
5.716108e+05	3.292854e+05	-2.067375e-04	-7.325721e-03	1.063985e+05
-1.480730e+05	-2.778092e+04	1.428885e-01	-4.665570e-03	1.223500e+05
5.006769e+05	-8.328950e+04	1.578916e-02	5.246567e-03	1.073604e+05
1.033082e+05	7.863091e+04	1.652033e-01	4.026174e-03	1.121720e+05
7.834591e+04	6.030141e+04	1.948368e-01	-8.077331e-04	1.156658e+05
2.952259e+05	-1.831755e+05	5.588790e-02	1.129246e-02	1.136826e+05
4.107964e+05	6.232990e+04	5.617560e-02	2.905364e-03	1.106118e+05
9.091076e+04	3.925001e+04	2.003310e-01	-1.187456e-03	1.153488e+05
-5.245149e+05	5.919997e+05	1.105550e-02	-4.372786e-03	1.285361e+05
-2.723062e+05	3.597950e+05	2.750786e-02	-5.798314e-03	1.296576e+05
1.585788e+05	3.243182e+05	6.828383e-02	-6.071297e-03	1.284566e+05
7.397054e+04	2.179318e+05	8.481111e-02	-5.896473e-03	1.078220e+05
-3.605842e+04	-7.681937e+04	2.032333e-01	-3.508264e-03	1.216504e+05
1.402369e+05	8.612706e+04	1.509014e-01	-1.451836e-03	1.081182e+05
-3.618387e+05	-1.161958e+05	6.383667e-02	-8.072336e-03	1.246398e+05
2.429147e+05	1.764616e+04	9.627600e-02	1.441474e-02	1.269009e+05
7.070185e+04	7.959882e+04	1.851079e-01	-1.672404e-02	1.218503e+05
-8.079093e+05	3.902483e+05	8.511868e-03	-3.594605e-03	1.054622e+05
9.233554e+05	-3.962738e+05	1.050419e-02	3.930378e-03	1.200158e+05
9.333121e+02	7.709705e+05	1.704995e-02	-8.579538e-04	1.062220e+05
-6.432094e+04	2.623257e+05	7.840908e-02	-1.287626e-02	1.003514e+05
1.218031e+06	-1.018349e+05	1.066644e-02	-2.348577e-04	1.429251e+05
1.540878e+05	1.521318e+05	1.144318e-01	-1.130574e-02	1.141220e+05
9.188341e+04	5.957690e+04	1.781724e-01	8.260549e-03	1.259690e+05
2.692418e+05	1.714291e+05	7.267592e-02	-1.816422e-03	1.277645e+05
1.022449e+05	-9.614057e+04	1.437160e-01	8.866624e-03	1.160913e+05
2.190278e+05	6.341763e+04	9.988176e-02	-3.667324e-03	1.157591e+05
5.981686e+05	-8.868380e+05	8.150388e-03	5.680709e-03	1.113199e+05
-9.669901e+04	5.002964e+04	1.746813e-01	9.747292e-04	1.098043e+05
-8.168132e+04	1.838641e+05	1.028234e-01	-6.254689e-03	9.723202e+04
-7.151421e+04	-2.175283e+05	9.774064e-02	4.980635e-03	1.179910e+05
7.529552e+05	4.273930e+05	1.749176e-02	1.290780e-03	1.056338e+05
6.487494e+05	-5.550903e+04	-5.800456e-03	-6.228775e-03	1.107931e+05
2.513808e+05	1.064115e+05	8.435531e-02	5.938227e-04	1.150592e+05
2.264190e+05	8.808241e+04	9.910961e-02	-1.286925e-03	1.195186e+05
4.432990e+05	-1.553945e+05	2.648389e-02	1.011265e-02	1.166496e+05
5.588691e+05	9.011058e+04	1.047356e-02	5.257920e-03	1.133729e+05
2.389836e+05	6.703083e+04	9.281597e-02	-1.453228e-04	1.185083e+05
-3.764431e+05	6.197798e+05	1.844118e-02	-1.609231e-04	1.314246e+05
-1.242330e+05	3.875761e+05	4.622801e-02	-1.491284e-02	1.336037e+05
3.066518e+05	3.520992e+05	4.193589e-02	-6.173111e-03	1.323032e+05
2.220431e+05	2.457124e+05	7.128379e-02	-4.622369e-03	1.112877e+05
1.120140e+05	-4.903888e+04	1.616539e-01	5.068534e-03	1.247842e+05
2.883093e+05	1.139075e+05	7.068629e-02	-9.608648e-03	1.111568e+05
-2.137661e+05	-8.841521e+04	1.028310e-01	-5.390035e-03	1.284886e+05
3.909869e+05	4.542638e+04	5.997631e-02	8.757328e-03	1.306906e+05
2.187744e+05	1.073794e+05	1.048015e-01	9.862239e-04	1.253703e+05
-6.598372e+05	4.180286e+05	1.692754e-02	-8.058102e-03	1.079006e+05
1.071428e+06	-3.684928e+05	6.903867e-04	-4.629182e-03	1.232735e+05
1.490056e+05	7.987509e+05	2.898968e-02	-9.364794e-03	1.084496e+05
8.375169e+04	2.901063e+05	7.820000e-02	-5.704255e-03	1.033012e+05
1.366104e+06	-7.405407e+04	8.144562e-03	1.100528e-03	1.468972e+05
3.021609e+05	1.799128e+05	6.713697e-02	1.589604e-03	1.175623e+05
2.399563e+05	8.735777e+04	9.190912e-02	8.820517e-04	1.295967e+05
4.173146e+05	1.992099e+05	5.386049e-02	-5.803699e-04	1.314406e+05
2.503175e+05	-6.835998e+04	8.148700e-02	-2.118146e-03	1.198330e+05
3.671005e+05	9.119829e+04	6.634735e-02	2.720262e-03	1.186634e+05
7.462418e+05	-8.590570e+05	2.698184e-03	1.234709e-02	1.142243e+05
5.137397e+04	7.781055e+04	1.989379e-01	1.385020e-03	1.132259e+05
6.639159e+04	2.116450e+05	9.334699e-02	-1.094300e-02	9.964723e+04
7.655855e+04	-1.897476e+05	8.394004e-02	1.338518e-02	1.211634e+05
9.010287e+05	4.551743e+05	2.415576e-03	-1.544642e-04	1.088184e+05
-3.973685e+05	1.619212e+05	2.801492e-02	-2.727593e-04	1.009139e+05
-4.223317e+05	1.435904e+05	3.645127e-02	-1.070572e-02	1.059428e+05
-2.054514e+05	-9.988724e+04	1.052210e-01	3.534748e-03	1.023543e+05
-8.988145e+04	1.456190e+05	1.103629e-01	-6.076987e-03	9.932214e+04
-4.097663e+05	1.225396e+05	4.445422e-02	-1.925384e-03	1.041806e+05
-1.025190e+06	6.752938e+05	-6.372938e-03	-2.753347e-03	1.147416e+05
-7.729842e+05	4.430848e+05	3.636516e-03	-1.448116e-03	1.179517e+05
-3.421000e+05	4.076071e+05	-2.566402e-03	5.644755e-03	1.167247e+05
-4.267065e+05	3.012224e+05	3.691663e-03	1.270972e-02	9.849443e+04
-5.367338e+05	6.471729e+03	2.556209e-02	-2.103003e-03	1.094498e+05
-3.604396e+05	1.694178e+05	4.470800e-02	-1.100477e-03	9.782290e+04
-8.625132e+05	-3.290400e+04	2.222940e-02	-4.395485e-03	1.135163e+05
-2.577611e+05	1.009373e+05	7.989159e-02	-1.177065e-02	1.153018e+05
-4.299748e+05	1.628892e+05	3.268590e-02	-1.052399e-02	1.104508e+05
-1.308584e+06	4.735424e+05	-5.931928e-04	-1.751961e-03	9.428912e+04
4.226770e+05	-3.129872e+05	3.548740e-03	1.517600e-03	1.083272e+05
-4.997454e+05	8.542618e+05	1.703126e-02	-2.085289e-04	9.447236e+04
-5.649980e+05	3.456163e+05	1.471241e-02	4.359053e-03	9.107262e+04
7.173509e+05	-1.854884e+04	5.334347e-03	-8.152408e-03	1.292069e+05
-3.465903e+05	2.354207e+05	3.593851e-02	-1.044431e-02	1.037489e+05
-4.087939e+05	1.428663e+05	5.438134e-02	-4.056431e-03	1.141552e+05
